workload_id,snr_db,frame,algorithm_id,bit_errors,success,decode_failure,decoder_valid,crc_valid,baseline_valid,accepted_update,selection_reason,selected_iteration,partial_fft_parts,partial_fft_bands,lite_syndrome,gradient_syndrome,lite_score,gradient_score,selected_mean_abs_lpost
red4:lane1:snr0.0:seed4:frame1,0.0,1,cwz_joint,543,false,false,true,missing,false,true,gradient_only,8,1,16,2280,0,1.8400317747033275,495.4344375711907,missing
red4:lane1:snr0.0:seed4:frame2,0.0,2,cwz_joint,528,false,false,true,missing,false,true,gradient_only,8,1,16,2258,0,1.5251572131788715,143.27897416176597,missing
red4:lane1:snr0.0:seed4:frame3,0.0,3,cwz_joint,585,false,false,true,missing,false,true,gradient_only,8,1,16,2271,0,3.4827828653387534,60.28344941675295,missing
red4:lane1:snr0.0:seed4:frame4,0.0,4,cwz_joint,612,false,false,true,missing,false,true,gradient_only,8,1,16,2309,0,3.028678819621302,203.2322024023067,missing
red4:lane1:snr0.0:seed4:frame5,0.0,5,cwz_joint,510,false,false,true,missing,false,true,gradient_only,8,1,16,2220,0,1.8303663549721323,137.94293414081918,missing
red4:lane1:snr0.0:seed4:frame6,0.0,6,cwz_joint,586,false,false,true,missing,false,true,gradient_only,8,1,16,2229,0,2.1450079678790472,177.77934418144437,missing
red4:lane1:snr0.0:seed4:frame7,0.0,7,cwz_joint,519,false,false,true,missing,false,true,gradient_only,8,1,16,2241,0,2.603578302431535,95.9844254523861,missing
red4:lane1:snr0.0:seed4:frame8,0.0,8,cwz_joint,600,false,false,true,missing,false,true,gradient_only,8,1,16,2310,0,12.34331382133496,299.21432420289267,missing
red4:lane1:snr0.0:seed4:frame9,0.0,9,cwz_joint,541,false,false,true,missing,false,true,gradient_only,8,1,16,2281,0,2.2262542692098246,99.01967424699636,missing
red4:lane1:snr0.0:seed4:frame10,0.0,10,cwz_joint,631,false,false,true,missing,false,true,gradient_only,8,1,16,2230,0,1.4878823999447606,141.36556920856597,missing
red4:lane1:snr0.0:seed4:frame11,0.0,11,cwz_joint,574,false,false,true,missing,false,true,gradient_only,8,1,16,2277,0,1.8669892521303313,227.24790482805045,missing
red4:lane1:snr0.0:seed4:frame12,0.0,12,cwz_joint,553,false,false,true,missing,false,true,gradient_only,8,1,16,2252,0,21.816718816358975,190.18821621391075,missing
red4:lane1:snr0.0:seed4:frame13,0.0,13,cwz_joint,582,false,false,true,missing,false,true,gradient_only,8,1,16,2305,0,3.902690610998719,47.825207945790616,missing
red4:lane1:snr0.0:seed4:frame14,0.0,14,cwz_joint,594,false,false,true,missing,false,true,gradient_only,8,1,16,2277,0,10.24074716757616,209.51505365066683,missing
