channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red2,3,confirm,0,pfft,1024,64,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,39548,0.18028811086797958,0,0.06383930328333333,0.0
red2,3,confirm,0,pfft,1024,64,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,39604,0.18054339897884755,0,0.07040461776666665,0.0
red3,1,confirm,0,pfft,2048,32,0.25,3,5,10,0,6,60,2,1072,14,0.23333333333333334,64320,696,0.01082089552238806,0,0.07800415960000001,290.85271317829455
red3,1,confirm,0,pfft,2048,32,0.25,3,5,10,0,7,60,2,1072,11,0.18333333333333332,64320,586,0.009110696517412935,0,0.08299532158333332,228.52713178294573
red3,1,confirm,0,pfft,2048,32,0.25,3,5,10,2,6,60,2,1072,14,0.23333333333333334,64320,696,0.01082089552238806,0,0.09369491886666667,290.85271317829455
red3,1,confirm,0,pfft,2048,32,0.25,3,5,10,2,7,60,2,1072,11,0.18333333333333332,64320,586,0.009110696517412935,0,0.06546655298333333,228.52713178294573
red3,1,confirm,0,pfft,2048,32,0.125,5,8,10,0,6,60,2,698,20,0.3333333333333333,41880,108,0.0025787965616045844,0,0.05867781475000001,270.5426356589147
red3,1,confirm,0,pfft,2048,32,0.125,5,8,10,0,7,60,2,698,24,0.4,41880,106,0.002531041069723018,0,0.06480618786666668,324.65116279069764
red3,1,confirm,0,pfft,1024,64,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,46705,0.21291484318016046,0,0.09535451041666666,0.0
red3,1,confirm,0,pfft,1024,64,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,47477,0.21643417213712618,0,0.0914992141,0.0
red3,2,confirm,0,pfft,2048,128,0.25,5,5,10,0,6,60,2,1289,35,0.5833333333333334,77340,69,0.0008921644685802948,0,0.07628685106666669,854.4507575757576
red3,2,confirm,0,pfft,2048,128,0.25,5,5,10,0,7,60,2,1289,32,0.5333333333333333,77340,89,0.0011507628652702353,0,0.07635907859999999,781.2121212121212
red3,2,confirm,0,pfft,2048,128,0.25,5,5,10,2,6,60,2,1289,35,0.5833333333333334,77340,69,0.0008921644685802948,0,0.07297417431666667,854.4507575757576
