channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red4,1,screen,3,pfft,2048,0,0.5,8,5,8,1,5,20,1,1411,2,0.1,28220,3615,0.12810063784549963,0,0.03535357165,220.46875
red4,1,screen,3,pfft,2048,64,0.125,3,3,8,1,5,20,1,210,12,0.6,4200,19,0.004523809523809524,0,0.07699600614999999,194.84536082474227
red4,1,screen,1,pfft,2048,32,0.5,5,10,10,0,5,20,2,2921,4,0.2,58420,6134,0.10499828825744607,0,0.13483176189999999,679.3023255813954
red4,1,screen,2,pfft,1024,32,0.5,8,8,3,0,5,20,5,3869,0,0.0,77380,8329,0.10763763246316878,0,0.08467363054999998,0.0
red4,1,screen,2,pfft,2048,64,0.25,4,5,3,0,5,20,2,1206,0,0.0,24120,852,0.035323383084577116,0,0.06721241735,0.0
red4,1,screen,1,pfft,2048,0,0.25,3,4,10,2,5,20,2,1004,15,0.75,20080,6,0.000298804780876494,0,0.1040999102,882.421875
red4,1,screen,1,pfft,2048,0,0.25,5,8,6,2,5,20,2,1412,6,0.3,28240,46,0.0016288951841359773,0,0.06749572625,496.40625
red4,1,screen,2,pfft,1024,16,0.25,3,8,10,4,5,20,4,1174,17,0.85,23480,6,0.0002555366269165247,0,0.060704814649999994,1160.3488372093025
red4,1,screen,2,pfft,2048,32,0.25,8,3,10,4,5,20,4,2362,11,0.55,47240,18,0.0003810330228619814,0,0.1539952644,1004.4587628865979
red4,1,screen,1,pfft,2048,16,0.25,4,4,10,0,5,20,2,1130,11,0.55,22600,23,0.0010176991150442477,0,0.0930217644,725.4863813229572
red4,1,screen,3,pfft,1024,32,0.125,3,3,8,1,5,20,1,97,17,0.85,1940,3,0.0015463917525773195,0,0.027853930200000005,153.6335403726708
red4,1,screen,2,pfft,2048,64,0.25,3,8,3,0,5,20,2,1174,1,0.05,23480,864,0.036797274275979557,0,0.058281047249999995,67.73076923076924
red4,1,screen,2,pfft,2048,64,0.25,5,3,3,0,5,20,2,1072,0,0.0,21440,528,0.024626865671641792,0,0.0537381754,0.0
red4,1,screen,2,pfft,2048,32,0.0625,3,8,10,4,5,20,4,579,7,0.35,11580,20,0.0017271157167530224,0,0.11711593495000001,156.68814432989691
red4,1,screen,3,pfft,2048,0,0.25,3,3,8,1,5,20,1,437,10,0.5,8740,20,0.002288329519450801,0,0.04873315835000001,341.40625
red4,1,screen,3,pfft,2048,0,0.5,4,3,8,1,5,20,1,1002,3,0.15,20040,2949,0.1471556886227545,0,0.07037568749999999,234.84375
red4,1,screen,2,pfft,2048,32,0.25,8,5,10,4,5,20,4,2838,8,0.4,56760,19,0.00033474277660324174,0,0.16809478430000002,877.7319587628866
red4,1,screen,1,pfft,2048,32,0.25,8,8,10,2,5,20,2,1545,15,0.75,30900,6,0.0001941747572815534,0,0.08736510440000002,1347.3837209302326
red4,1,screen,3,pfft,512,128,0.5,5,8,8,0,5,20,8,2840,0,0.0,56800,11960,0.21056338028169014,0,0.08036893565,0.0
red4,1,screen,2,pfft,2048,64,0.25,5,5,3,0,5,20,2,1289,0,0.0,25780,638,0.02474786656322731,0,0.08031937339999999,0.0
red4,1,screen,2,pfft,2048,64,0.25,3,8,8,0,5,20,2,1174,9,0.45,23480,58,0.0024701873935264055,0,0.0884292435,609.5769230769231
red4,1,screen,3,pfft,2048,16,0.5,3,4,8,0,5,20,2,2024,9,0.45,40480,3609,0.08915513833992095,0,0.0599110009,1063.1906614785992
red4,1,screen,3,pfft,2048,0,0.5,5,8,2,1,5,20,1,1412,0,0.0,28240,1372,0.04858356940509915,0,0.0352691238,0.0
red4,1,screen,1,pfft,2048,0,0.125,8,8,10,2,5,20,2,764,10,0.5,15280,17,0.001112565445026178,0,0.11668399665,447.65625
red4,1,screen,3,pfft,2048,0,0.5,4,5,8,1,5,20,1,1206,8,0.4,24120,2351,0.09747097844112769,0,0.05531446219999999,753.75
red4,1,screen,1,pfft,2048,16,0.25,5,4,10,0,5,20,2,1208,15,0.75,24160,9,0.00037251655629139076,0,0.23151800174999998,1057.5875486381324
red4,1,screen,2,pfft,2048,64,0.25,8,4,3,0,5,20,2,1322,0,0.0,26440,1310,0.04954614220877458,0,0.04737610865,0.0
red4,1,screen,3,pfft,2048,0,0.5,3,8,8,1,5,20,1,1174,6,0.3,23480,2644,0.11260647359454855,0,0.03451682615,550.3125
red4,1,screen,1,pfft,2048,16,0.125,5,10,10,0,5,20,2,718,19,0.95,14360,2,0.0001392757660167131,0,0.0740147261,796.2256809338521
red4,1,screen,2,pfft,2048,32,0.25,4,3,10,4,5,20,4,2021,10,0.5,40420,32,0.0007916872835230084,0,0.11672572854999999,781.3144329896907
red4,1,screen,3,pfft,2048,0,0.5,5,3,8,1,5,20,1,1072,10,0.5,21440,1456,0.06791044776119402,0,0.07280328575,837.5
red4,1,screen,2,pfft,512,64,0.5,8,8,3,0,5,20,9,3449,0,0.0,68980,20970,0.30400115975645114,0,0.0915666351,0.0
red4,1,screen,1,pfft,2048,16,0.25,10,3,10,0,5,20,2,1210,11,0.55,24200,14,0.0005785123966942149,0,0.20575431655000004,776.8482490272373
red4,1,screen,1,pfft,2048,0,0.25,5,8,3,2,5,20,2,1412,0,0.0,28240,630,0.022308781869688384,0,0.05897897715,0.0
