channel,lane,seed,frames,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps,refinement_selected_frames,joint_cwz_accepted_steps,joint_cwz_rejected_steps,selection_reasons
red2,3,7,60,joint_cwz,512,32,0.5,3,8,10,0,10,2924,1,0.016666666666666666,175440,33746,0.19235066119471045,0,0.7571721183500001,49.060402684563755,1,480,0,crc_fallback:59;crc_rescue:1
red2,3,6,60,lite,512,32,0.5,5,5,10,0,10,3248,1,0.016666666666666666,194880,40555,0.20810242200328408,0,0.20885959120000003,54.49664429530201,0,0,0,
red2,3,6,60,cz_refinement,512,32,0.5,5,5,10,0,10,3248,1,0.016666666666666666,194880,40555,0.20810242200328408,0,1.0116530705666669,54.49664429530201,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red2,3,6,60,joint_cwz,512,32,0.5,5,5,10,0,10,3248,1,0.016666666666666666,194880,40555,0.20810242200328408,0,0.7429174678166668,54.49664429530201,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red2,3,7,60,lite,512,32,0.5,5,5,10,0,10,3248,1,0.016666666666666666,194880,39507,0.2027247536945813,0,0.2026071904666667,54.49664429530201,0,0,0,
red2,3,7,60,cz_refinement,512,32,0.5,5,5,10,0,10,3248,1,0.016666666666666666,194880,39507,0.2027247536945813,0,0.9425762433833333,54.49664429530201,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red2,3,7,60,joint_cwz,512,32,0.5,5,5,10,0,10,3248,1,0.016666666666666666,194880,39507,0.2027247536945813,0,0.7274010161166665,54.49664429530201,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red2,3,6,60,lite,512,32,0.5,3,10,10,0,10,3008,1,0.016666666666666666,180480,31327,0.1735760195035461,0,0.13912305896666666,50.46979865771812,0,0,0,
red2,3,6,60,cz_refinement,512,32,0.5,3,10,10,0,10,3008,1,0.016666666666666666,180480,31327,0.1735760195035461,0,0.7778141560666667,50.46979865771812,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red2,3,6,60,joint_cwz,512,32,0.5,3,10,10,0,10,3008,1,0.016666666666666666,180480,31327,0.1735760195035461,0,0.5971009263833335,50.46979865771812,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red2,3,7,60,lite,512,32,0.5,3,10,10,0,10,3008,2,0.03333333333333333,180480,32894,0.1822584219858156,0,0.13545166243333331,100.93959731543625,0,0,0,
red2,3,7,60,cz_refinement,512,32,0.5,3,10,10,0,10,3008,2,0.03333333333333333,180480,32894,0.1822584219858156,0,0.71322959545,100.93959731543625,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red2,3,7,60,joint_cwz,512,32,0.5,3,10,10,0,10,3008,2,0.03333333333333333,180480,32894,0.1822584219858156,0,0.5513173793833334,100.93959731543625,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red2,3,6,60,lite,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,33822,0.15418490153172867,0,0.17350591179999994,122.68456375838926,0,0,0,
red2,3,6,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,33822,0.15418490153172867,0,0.8455522188500002,122.68456375838926,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red2,3,6,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,33822,0.15418490153172867,0,0.6792149322666666,122.68456375838926,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red2,3,7,60,lite,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,34166,0.15575309992706055,0,0.16222101523333335,0.0,0,0,0,
red2,3,7,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,34166,0.15575309992706055,0,0.8504773011833335,0.0,0,0,0,crc_fallback:60
red2,3,7,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,34166,0.15575309992706055,0,0.67792579615,0.0,0,480,0,crc_fallback:60
red3,1,6,60,lite,512,32,0.5,3,10,8,0,10,3008,0,0.0,180480,39513,0.21893284574468086,0,0.17646794571666663,0.0,0,0,0,
red3,1,6,60,cz_refinement,512,32,0.5,3,10,8,0,10,3008,0,0.0,180480,39513,0.21893284574468086,0,0.8532122819,0.0,0,0,0,crc_fallback:60
red3,1,6,60,joint_cwz,512,32,0.5,3,10,8,0,10,3008,0,0.0,180480,39513,0.21893284574468086,0,0.6556341557,0.0,0,480,0,crc_fallback:60
red3,1,7,60,lite,512,32,0.5,3,10,8,0,10,3008,0,0.0,180480,39923,0.22120456560283688,0,0.18314213976666663,0.0,0,0,0,
red3,1,7,60,cz_refinement,512,32,0.5,3,10,8,0,10,3008,0,0.0,180480,39923,0.22120456560283688,0,0.8862076986833334,0.0,0,0,0,crc_fallback:60
red3,1,7,60,joint_cwz,512,32,0.5,3,10,8,0,10,3008,0,0.0,180480,39923,0.22120456560283688,0,0.6710636198833332,0.0,0,480,0,crc_fallback:60
red3,1,6,60,lite,512,32,0.5,3,10,10,0,10,3008,0,0.0,180480,41702,0.2310616134751773,0,0.20622172475000006,0.0,0,0,0,
red3,1,6,60,cz_refinement,512,32,0.5,3,10,10,0,10,3008,0,0.0,180480,41702,0.2310616134751773,0,1.0547708166833334,0.0,0,0,0,crc_fallback:60
red3,1,6,60,joint_cwz,512,32,0.5,3,10,10,0,10,3008,0,0.0,180480,41702,0.2310616134751773,0,0.8199901569333332,0.0,0,480,0,crc_fallback:60
red3,1,7,60,lite,512,32,0.5,3,10,10,0,10,3008,0,0.0,180480,41795,0.2315769060283688,0,0.2019497533,0.0,0,0,0,
red3,1,7,60,cz_refinement,512,32,0.5,3,10,10,0,10,3008,0,0.0,180480,41795,0.2315769060283688,0,1.0017046776,0.0,0,0,0,crc_fallback:60
red3,1,7,60,joint_cwz,512,32,0.5,3,10,10,0,10,3008,0,0.0,180480,41795,0.2315769060283688,0,0.8037116958666666,0.0,0,480,0,crc_fallback:60
red3,1,6,60,lite,512,32,0.5,3,8,8,0,10,2924,0,0.0,175440,40765,0.23235864113087096,0,0.16639677258333335,0.0,0,0,0,
red3,1,6,60,cz_refinement,512,32,0.5,3,8,8,0,10,2924,0,0.0,175440,40765,0.23235864113087096,0,0.9041499130333333,0.0,0,0,0,crc_fallback:60
red3,1,6,60,joint_cwz,512,32,0.5,3,8,8,0,10,2924,0,0.0,175440,40765,0.23235864113087096,0,0.6500157864833334,0.0,0,480,0,crc_fallback:60
red3,1,7,60,lite,512,32,0.5,3,8,8,0,10,2924,0,0.0,175440,41054,0.23400592795257638,0,0.18830167991666663,0.0,0,0,0,
red3,1,7,60,cz_refinement,512,32,0.5,3,8,8,0,10,2924,0,0.0,175440,41054,0.23400592795257638,0,1.0255403296166667,0.0,0,0,0,crc_fallback:60
red3,1,7,60,joint_cwz,512,32,0.5,3,8,8,0,10,2924,0,0.0,175440,41054,0.23400592795257638,0,0.7508305834999998,0.0,0,480,0,crc_fallback:60
red3,1,6,60,lite,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,44237,0.20166393143690736,0,0.23398819481666663,0.0,0,0,0,
red3,1,6,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,44237,0.20166393143690736,0,1.2006495249166664,0.0,0,0,0,crc_fallback:60
red3,1,6,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,44237,0.20166393143690736,0,0.9897578614333334,0.0,0,480,0,crc_fallback:60
red3,1,7,60,lite,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,44698,0.2037654996353027,0,0.21012230585,0.0,0,0,0,
red3,1,7,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,44698,0.2037654996353027,0,0.9855827042666667,0.0,0,0,0,crc_fallback:60
red3,1,7,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,44698,0.2037654996353027,0,0.8174275176833333,0.0,0,480,0,crc_fallback:60
red3,2,6,60,lite,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,48838,0.2226385849744712,0,0.19051973663333338,0.0,0,0,0,
red3,2,6,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,48902,0.22293034281546317,0,0.9816579799999999,0.0,1,0,0,crc_fallback:59;crc_rescue:1
red3,2,6,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,48838,0.2226385849744712,0,0.8003428817499999,0.0,0,480,0,crc_fallback:60
red3,2,7,60,lite,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,49806,0.22705142231947484,0,0.1922590668333334,0.0,0,0,0,
red3,2,7,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,49806,0.22705142231947484,0,1.02490244205,0.0,0,0,0,crc_fallback:60
red3,2,7,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,49806,0.22705142231947484,0,0.7939739536833336,0.0,0,480,0,crc_fallback:60
red3,2,6,60,lite,512,32,0.5,5,10,10,0,10,3656,0,0.0,219360,49111,0.2238831145149526,0,0.20868941466666674,0.0,0,0,0,
red3,2,6,60,cz_refinement,512,32,0.5,5,10,10,0,10,3656,0,0.0,219360,49111,0.2238831145149526,0,1.1016590785833331,0.0,0,0,0,crc_fallback:60
red3,2,6,60,joint_cwz,512,32,0.5,5,10,10,0,10,3656,0,0.0,219360,49111,0.2238831145149526,0,0.9118161408000002,0.0,0,480,0,crc_fallback:60
red3,2,7,60,lite,512,32,0.5,5,10,10,0,10,3656,0,0.0,219360,49157,0.22409281546316556,0,0.18583493934999998,0.0,0,0,0,
red3,2,7,60,cz_refinement,512,32,0.5,5,10,10,0,10,3656,0,0.0,219360,49157,0.22409281546316556,0,0.9515908441666667,0.0,0,0,0,crc_fallback:60
red3,2,7,60,joint_cwz,512,32,0.5,5,10,10,0,10,3656,0,0.0,219360,49157,0.22409281546316556,0,0.7623939656666667,0.0,0,480,0,crc_fallback:60
red3,2,6,60,lite,512,16,0.5,5,8,10,0,10,3554,0,0.0,213240,47480,0.2226599137122491,0,0.20227499986666672,0.0,0,0,0,
red3,2,6,60,cz_refinement,512,16,0.5,5,8,10,0,10,3554,0,0.0,213240,47480,0.2226599137122491,0,1.0786262976333336,0.0,0,0,0,crc_fallback:60
red3,2,6,60,joint_cwz,512,16,0.5,5,8,10,0,10,3554,0,0.0,213240,47480,0.2226599137122491,0,0.8730042335999999,0.0,0,480,0,crc_fallback:60
red3,2,7,60,lite,512,16,0.5,5,8,10,0,10,3554,0,0.0,213240,47779,0.2240620896642281,0,0.20854070208333336,0.0,0,0,0,
red3,2,7,60,cz_refinement,512,16,0.5,5,8,10,0,10,3554,0,0.0,213240,47779,0.2240620896642281,0,1.0249831886333334,0.0,0,0,0,crc_fallback:60
red3,2,7,60,joint_cwz,512,16,0.5,5,8,10,0,10,3554,0,0.0,213240,47779,0.2240620896642281,0,0.8442561537166665,0.0,0,480,0,crc_fallback:60
red3,2,6,60,lite,1024,64,0.5,5,10,10,0,5,3656,1,0.016666666666666666,219360,35746,0.16295587162654995,0,0.22364257703333335,61.34228187919463,0,0,0,
red3,2,6,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,1,0.016666666666666666,219360,35746,0.16295587162654995,0,1.0898443845000003,61.34228187919463,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red3,2,6,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,1,0.016666666666666666,219360,35746,0.16295587162654995,0,0.8506801208166668,61.34228187919463,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red3,2,7,60,lite,1024,64,0.5,5,10,10,0,5,3656,1,0.016666666666666666,219360,34671,0.15805525164113784,0,0.19935522251666668,61.34228187919463,0,0,0,
red3,2,7,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,34476,0.15716630196936543,0,1.0463946581166668,122.68456375838926,1,0,0,crc_fallback:58;crc_rescue:1;lite_crc_valid_skip:1
red3,2,7,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,34476,0.15716630196936543,0,0.8807291949833334,122.68456375838926,1,472,0,crc_fallback:58;crc_rescue:1;lite_crc_valid_skip:1
red3,3,6,60,lite,512,16,0.5,5,10,8,0,10,3656,0,0.0,219360,46236,0.21077680525164114,0,0.1699004712833333,0.0,0,0,0,
red3,3,6,60,cz_refinement,512,16,0.5,5,10,8,0,10,3656,0,0.0,219360,46236,0.21077680525164114,0,0.8290922751500001,0.0,0,0,0,crc_fallback:60
red3,3,6,60,joint_cwz,512,16,0.5,5,10,8,0,10,3656,0,0.0,219360,46236,0.21077680525164114,0,0.57467982045,0.0,0,480,0,crc_fallback:60
red3,3,7,60,lite,512,16,0.5,5,10,8,0,10,3656,0,0.0,219360,45460,0.20723924142961342,0,0.15624734411666671,0.0,0,0,0,
red3,3,7,60,cz_refinement,512,16,0.5,5,10,8,0,10,3656,0,0.0,219360,45460,0.20723924142961342,0,0.8153595606999999,0.0,0,0,0,crc_fallback:60
red3,3,7,60,joint_cwz,512,16,0.5,5,10,8,0,10,3656,0,0.0,219360,45460,0.20723924142961342,0,0.5705054164333333,0.0,0,480,0,crc_fallback:60
red3,3,6,60,lite,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,51169,0.23326495258935084,0,0.16529629778333335,0.0,0,0,0,
red3,3,6,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,51169,0.23326495258935084,0,0.8361279595333334,0.0,0,0,0,crc_fallback:60
red3,3,6,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,51169,0.23326495258935084,0,0.6829147512833333,0.0,0,480,0,crc_fallback:60
red3,3,7,60,lite,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,51478,0.23467359591539022,0,0.17818618783333337,0.0,0,0,0,
red3,3,7,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,51478,0.23467359591539022,0,0.8336129378833333,0.0,0,0,0,crc_fallback:60
red3,3,7,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,51478,0.23467359591539022,0,0.6854191726333331,0.0,0,480,0,crc_fallback:60
red3,3,6,60,lite,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,52344,0.2386214442013129,0,0.16203884418333334,0.0,0,0,0,
red3,3,6,60,cz_refinement,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,52344,0.2386214442013129,0,0.8213417462999998,0.0,0,0,0,crc_fallback:60
red3,3,6,60,joint_cwz,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,52344,0.2386214442013129,0,0.7030394328166666,0.0,0,480,0,crc_fallback:60
red3,3,7,60,lite,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,54218,0.24716447848285922,0,0.11168876239999999,0.0,0,0,0,
red3,3,7,60,cz_refinement,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,54218,0.24716447848285922,0,0.5897836050499999,0.0,0,0,0,crc_fallback:60
red3,3,7,60,joint_cwz,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,54218,0.24716447848285922,0,0.4590067969166666,0.0,0,480,0,crc_fallback:60
red3,3,6,60,lite,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,38681,0.1763357038657914,0,0.0863626216,122.68456375838926,0,0,0,
red3,3,6,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,38681,0.1763357038657914,0,0.4447176684833333,122.68456375838926,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red3,3,6,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,2,0.03333333333333333,219360,38681,0.1763357038657914,0,0.35967970616666656,122.68456375838926,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red3,3,7,60,lite,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,37763,0.17215080233406274,0,0.08336301958333335,0.0,0,0,0,
red3,3,7,60,cz_refinement,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,37763,0.17215080233406274,0,0.4036257082666667,0.0,0,0,0,crc_fallback:60
red3,3,7,60,joint_cwz,1024,64,0.5,5,10,10,0,5,3656,0,0.0,219360,37763,0.17215080233406274,0,0.3317607908833334,0.0,0,480,0,crc_fallback:60
red4,1,6,60,lite,512,16,0.5,5,10,10,0,10,3656,2,0.03333333333333333,219360,39644,0.18072574762946755,0,0.2506323981666667,124.77815699658703,0,0,0,
red4,1,6,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,2,0.03333333333333333,219360,39644,0.18072574762946755,0,1.0832016418500001,124.77815699658703,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red4,1,6,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,2,0.03333333333333333,219360,39644,0.18072574762946755,0,0.8240233872833332,124.77815699658703,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red4,1,7,60,lite,512,16,0.5,5,10,10,0,10,3656,2,0.03333333333333333,219360,38529,0.17564277899343544,0,0.2329297637833333,124.77815699658703,0,0,0,
red4,1,7,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,2,0.03333333333333333,219360,38529,0.17564277899343544,0,1.0817121053333334,124.77815699658703,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red4,1,7,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,2,0.03333333333333333,219360,38529,0.17564277899343544,0,0.8871837338833333,124.77815699658703,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red4,1,6,60,lite,512,32,0.5,5,8,10,0,10,3554,2,0.03333333333333333,213240,36330,0.17037141249296567,0,0.25529930869999995,119.26174496644295,0,0,0,
red4,1,6,60,cz_refinement,512,32,0.5,5,8,10,0,10,3554,2,0.03333333333333333,213240,36330,0.17037141249296567,0,1.0590057361833334,119.26174496644295,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red4,1,6,60,joint_cwz,512,32,0.5,5,8,10,0,10,3554,2,0.03333333333333333,213240,36330,0.17037141249296567,0,0.8480703921000001,119.26174496644295,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red4,1,7,60,lite,512,32,0.5,5,8,10,0,10,3554,3,0.05,213240,34544,0.1619958731945226,0,0.26378286005,178.8926174496644,0,0,0,
red4,1,7,60,cz_refinement,512,32,0.5,5,8,10,0,10,3554,3,0.05,213240,34544,0.1619958731945226,0,1.186642061933333,178.8926174496644,0,0,0,crc_fallback:57;lite_crc_valid_skip:3
red4,1,7,60,joint_cwz,512,32,0.5,5,8,10,0,10,3554,3,0.05,213240,34544,0.1619958731945226,0,0.9145636170333336,178.8926174496644,0,456,0,crc_fallback:57;lite_crc_valid_skip:3
red4,1,6,60,lite,512,16,0.5,5,10,8,0,10,3656,4,0.06666666666666667,219360,24476,0.11157913931436908,0,0.24298322374999998,249.55631399317406,0,0,0,
red4,1,6,60,cz_refinement,512,16,0.5,5,10,8,0,10,3656,4,0.06666666666666667,219360,24476,0.11157913931436908,0,1.1287193830999998,249.55631399317406,0,0,0,crc_fallback:56;lite_crc_valid_skip:4
red4,1,6,60,joint_cwz,512,16,0.5,5,10,8,0,10,3656,4,0.06666666666666667,219360,24476,0.11157913931436908,0,0.7572673108,249.55631399317406,0,448,0,crc_fallback:56;lite_crc_valid_skip:4
red4,1,7,60,lite,512,16,0.5,5,10,8,0,10,3656,6,0.1,219360,26001,0.11853118161925602,0,0.21679547228333335,374.3344709897611,0,0,0,
red4,1,7,60,cz_refinement,512,16,0.5,5,10,8,0,10,3656,6,0.1,219360,26001,0.11853118161925602,0,0.9535423246833333,374.3344709897611,0,0,0,crc_fallback:54;lite_crc_valid_skip:6
red4,1,7,60,joint_cwz,512,16,0.5,5,10,8,0,10,3656,6,0.1,219360,26001,0.11853118161925602,0,0.7102892253666669,374.3344709897611,0,432,0,crc_fallback:54;lite_crc_valid_skip:6
red4,1,6,60,lite,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,26591,0.1212208242159008,0,0.2088961959,566.3339070567986,0,0,0,
red4,1,6,60,cz_refinement,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,26591,0.1212208242159008,0,0.9118985952,566.3339070567986,0,0,0,crc_fallback:51;lite_crc_valid_skip:9
red4,1,6,60,joint_cwz,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,26591,0.1212208242159008,0,0.7895435191333334,566.3339070567986,0,408,0,crc_fallback:51;lite_crc_valid_skip:9
red4,1,7,60,lite,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,26796,0.12215536105032823,0,0.18079184043333335,566.3339070567986,0,0,0,
red4,1,7,60,cz_refinement,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,26796,0.12215536105032823,0,0.8770984771500001,566.3339070567986,0,0,0,crc_fallback:51;lite_crc_valid_skip:9
red4,1,7,60,joint_cwz,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,26796,0.12215536105032823,0,0.7061091420000002,566.3339070567986,0,408,0,crc_fallback:51;lite_crc_valid_skip:9
red4,2,6,60,lite,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,44477,0.20275802334062729,0,0.18501666835,0.0,0,0,0,
red4,2,6,60,cz_refinement,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,44477,0.20275802334062729,0,0.9956951107666668,0.0,0,0,0,crc_fallback:60
red4,2,6,60,joint_cwz,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,44477,0.20275802334062729,0,0.7944305475833334,0.0,0,480,0,crc_fallback:60
red4,2,7,60,lite,512,0,0.5,5,10,10,0,10,3656,1,0.016666666666666666,219360,42354,0.19307986870897156,0,0.2269796136666667,63.47222222222222,0,0,0,
red4,2,7,60,cz_refinement,512,0,0.5,5,10,10,0,10,3656,1,0.016666666666666666,219360,42354,0.19307986870897156,0,1.0673170628666664,63.47222222222222,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red4,2,7,60,joint_cwz,512,0,0.5,5,10,10,0,10,3656,1,0.016666666666666666,219360,42354,0.19307986870897156,0,0.9051336521000001,63.47222222222222,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red4,2,6,60,lite,512,0,0.5,5,10,8,0,10,3656,2,0.03333333333333333,219360,33604,0.15319110138584974,0,0.22115900696666665,126.94444444444444,0,0,0,
red4,2,6,60,cz_refinement,512,0,0.5,5,10,8,0,10,3656,2,0.03333333333333333,219360,33604,0.15319110138584974,0,0.9774644976166665,126.94444444444444,0,0,0,crc_fallback:58;lite_crc_valid_skip:2
red4,2,6,60,joint_cwz,512,0,0.5,5,10,8,0,10,3656,2,0.03333333333333333,219360,33604,0.15319110138584974,0,0.6718276383500003,126.94444444444444,0,464,0,crc_fallback:58;lite_crc_valid_skip:2
red4,2,7,60,lite,512,0,0.5,5,10,8,0,10,3656,2,0.03333333333333333,219360,34415,0.15688822027716995,0,0.16744086585000004,126.94444444444444,0,0,0,
red4,2,7,60,cz_refinement,512,0,0.5,5,10,8,0,10,3656,3,0.05,219360,34414,0.15688366156090444,0,0.7847737379499999,190.41666666666666,1,0,0,crc_fallback:57;crc_rescue:1;lite_crc_valid_skip:2
red4,2,7,60,joint_cwz,512,0,0.5,5,10,8,0,10,3656,3,0.05,219360,34414,0.15688366156090444,0,0.5596890318666666,190.41666666666666,1,464,0,crc_fallback:57;crc_rescue:1;lite_crc_valid_skip:2
red4,2,6,60,lite,512,64,0.5,5,10,10,0,9,3288,1,0.016666666666666666,197280,37774,0.19147404703974047,0,0.19335728669999994,56.689655172413794,0,0,0,
red4,2,6,60,cz_refinement,512,64,0.5,5,10,10,0,9,3288,1,0.016666666666666666,197280,37774,0.19147404703974047,0,0.9516790110833333,56.689655172413794,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red4,2,6,60,joint_cwz,512,64,0.5,5,10,10,0,9,3288,1,0.016666666666666666,197280,37774,0.19147404703974047,0,0.7398820955166666,56.689655172413794,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red4,2,7,60,lite,512,64,0.5,5,10,10,0,9,3288,1,0.016666666666666666,197280,37900,0.19211273317112734,0,0.18943474368333335,56.689655172413794,0,0,0,
red4,2,7,60,cz_refinement,512,64,0.5,5,10,10,0,9,3288,1,0.016666666666666666,197280,37900,0.19211273317112734,0,0.9619081945833334,56.689655172413794,0,0,0,crc_fallback:59;lite_crc_valid_skip:1
red4,2,7,60,joint_cwz,512,64,0.5,5,10,10,0,9,3288,1,0.016666666666666666,197280,37900,0.19211273317112734,0,0.7806235732000001,56.689655172413794,0,472,0,crc_fallback:59;lite_crc_valid_skip:1
red4,2,6,60,lite,1024,16,0.5,5,10,10,0,5,3656,8,0.13333333333333333,219360,25840,0.11779722830051058,0,0.23369217106666673,503.407917383821,0,0,0,
red4,2,6,60,cz_refinement,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,25676,0.11704959883296863,0,0.9286119523833334,566.3339070567986,1,0,0,crc_fallback:51;crc_rescue:1;lite_crc_valid_skip:8
red4,2,6,60,joint_cwz,1024,16,0.5,5,10,10,0,5,3656,9,0.15,219360,25676,0.11704959883296863,0,0.7816659079666667,566.3339070567986,1,416,0,crc_fallback:51;crc_rescue:1;lite_crc_valid_skip:8
red4,2,7,60,lite,1024,16,0.5,5,10,10,0,5,3656,12,0.2,219360,26344,0.1200948212983224,0,0.20199607143333334,755.1118760757315,0,0,0,
red4,2,7,60,cz_refinement,1024,16,0.5,5,10,10,0,5,3656,12,0.2,219360,26344,0.1200948212983224,0,0.9061393049333334,755.1118760757315,0,0,0,crc_fallback:48;lite_crc_valid_skip:12
red4,2,7,60,joint_cwz,1024,16,0.5,5,10,10,0,5,3656,12,0.2,219360,26344,0.1200948212983224,0,0.7648075546833334,755.1118760757315,0,384,0,crc_fallback:48;lite_crc_valid_skip:12
red4,3,6,60,lite,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,42116,0.19199489423778265,0,0.1930807743,0.0,0,0,0,
red4,3,6,60,cz_refinement,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,42116,0.19199489423778265,0,0.9938425928999999,0.0,0,0,0,crc_fallback:60
red4,3,6,60,joint_cwz,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,42116,0.19199489423778265,0,0.7764801709666664,0.0,0,480,0,crc_fallback:60
red4,3,7,60,lite,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,41104,0.187381473377097,0,0.18052013311666665,0.0,0,0,0,
red4,3,7,60,cz_refinement,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,41104,0.187381473377097,0,0.9014359803499998,0.0,0,0,0,crc_fallback:60
red4,3,7,60,joint_cwz,512,0,0.5,5,10,10,0,10,3656,0,0.0,219360,41104,0.187381473377097,0,0.7280823477500001,0.0,0,480,0,crc_fallback:60
red4,3,6,60,lite,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,37193,0.16955233406272793,0,0.18159664839999998,0.0,0,0,0,
red4,3,6,60,cz_refinement,512,16,0.5,5,10,10,0,10,3656,1,0.016666666666666666,219360,37191,0.16954321663019695,0,0.8812042180000003,62.389078498293514,1,0,0,crc_fallback:59;crc_rescue:1
red4,3,6,60,joint_cwz,512,16,0.5,5,10,10,0,10,3656,1,0.016666666666666666,219360,37191,0.16954321663019695,0,0.6928738240333332,62.389078498293514,1,480,0,crc_fallback:59;crc_rescue:1
red4,3,7,60,lite,512,16,0.5,5,10,10,0,10,3656,0,0.0,219360,39479,0.1799735594456601,0,0.17511845376666668,0.0,0,0,0,
